"","Symbol","Name","LastSale","MarketCap","Sector","industry"
"2687","DLPN","Dolphin Entertainment, Inc.","1.7393","$24.56M","Consumer Services","Other Consumer Services"
"2688","DOMO","Domo, Inc.","35.42","$932.89M","Technology","Computer Software: Prepackaged Software"
"2689","DGICA","Donegal Group, Inc.","13.51","$383.21M","Finance","Property-Casualty Insurers"
"2690","DMLP","Dorchester Minerals, L.P.","18.46","$595.88M","Energy","Oil & Gas Production"
"2691","DORM","Dorman Products, Inc.","83.75","$2.77B","Capital Goods","Auto Parts:O.E.M."
"2692","DOVA","Dova Pharmaceuticals, Inc.","8.1","$228.45M","Health Care","Major Pharmaceuticals"
"2693","LYL","Dragon Victory International Limited","1.57","$17.93M","Finance","Finance/Investors Services"
"2694","DBX","Dropbox, Inc.","23.89","$9.71B","Technology","Computer Software: Prepackaged Software"
"2695","DCAR","DropCar, Inc.","0.5399","$5.24M","Consumer Services","Telecommunications Equipment"
"2696","DRYS","DryShips Inc.","5.26","$491.34M","Transportation","Marine Transportation"
"2697","DSPG","DSP Group, Inc.","13.79","$306.09M","Technology","Semiconductors"
"2698","DLTH","Duluth Holdings Inc.","25.02","$815.12M","Consumer Services","Clothing/Shoe/Accessory Stores"
"2699","DNKN","Dunkin&#39; Brands Group, Inc.","72.86","$6.02B","Consumer Services","Restaurants"
"2700","DRRX","DURECT Corporation","0.8248","$133.67M","Health Care","Major Pharmaceuticals"
"2701","DXPE","DXP Enterprises, Inc.","35.02","$615.31M","Capital Goods","Industrial Machinery/Components"
"2702","DYSL","Dynasil Corporation of America","1.04","$18.16M","Capital Goods","Industrial Machinery/Components"
"2703","DYNT","Dynatronics Corporation","2.0912","$17.28M","Health Care","Medical/Dental Instruments"
"2704","DVAX","Dynavax Technologies Corporation","9.23","$578.64M","Health Care","Major Pharmaceuticals"
"2705","ETFC","E*TRADE Financial Corporation","50.52","$12.44B","Finance","Savings Institutions"
"2706","SSP","E.W. Scripps Company (The)","22.39","$1.81B","Consumer Services","Broadcasting"
"2707","EBMT","Eagle Bancorp Montana, Inc.","17.4","$112.64M","Finance","Major Banks"
"2708","EGBN","Eagle Bancorp, Inc.","59.16","$2.04B","Finance","Major Banks"
"2709","EGLE","Eagle Bulk Shipping Inc.","4.8","$348.44M","Transportation","Marine Transportation"
"2710","EFBI","Eagle Financial Bancorp, Inc.","15.61","$25.38M","Finance","Savings Institutions"
"2711","EGRX","Eagle Pharmaceuticals, Inc.","51.82","$720.3M","Health Care","Major Pharmaceuticals"
"2712","EWBC","East West Bancorp, Inc.","54.76","$7.94B","Finance","Major Banks"
"2713","EML","Eastern Company (The)","29.23","$182.91M","Capital Goods","Industrial Machinery/Components"
"2714","EAST","Eastside Distilling, Inc.","5.7","$50.65M","Consumer Non-Durables","Beverages (Production/Distribution)"
"2715","EBAY","eBay Inc.","37.35","$34.17B","Miscellaneous","Business Services"
"2716","EBIX","Ebix, Inc.","54.04","$1.65B","Technology","EDP Services"
"2717","ECHO","Echo Global Logistics, Inc.","24.08","$687.42M","Transportation","Oil Refining/Marketing"
"2718","SATS","EchoStar Corporation","38.94","$3.71B","Technology","Radio And Television Broadcasting And Communications Equipment"
"2719","EEI","Ecology and Environment, Inc.","11.66","$50.29M","Consumer Services","Military/Government/Technical"
"2720","EDAP","EDAP TMS S.A.","2.8","$81.19M","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"2721","EDGE","Edge Therapeutics, Inc.","0.45","$14.18M","Health Care","Major Pharmaceuticals"
"2722","EDNT","Edison Nation, Inc.","5","$25.25M","Consumer Non-Durables","Recreational Products/Toys"
"2723","EDIT","Editas Medicine, Inc.","23.64","$1.13B","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"2724","EDTX","EdtechX Holdings Acquisition Corp.","10.04","$79.38M","Finance","Business Services"
"2725","EDUC","Educational Development Corporation","8.082","$66.25M","Consumer Durables","Consumer Specialties"
"2726","EGAN","eGain Corporation","11.2","$312.51M","Technology","Computer Software: Prepackaged Software"
"2727","EHTH","eHealth, Inc.","58.89","$1.31B","Finance","Specialty Insurers"
"2728","EIDX","Eidos Therapeutics, Inc.","16.88","$620.29M","Health Care","Major Pharmaceuticals"
"2729","EIGR","Eiger BioPharmaceuticals, Inc.","13.63","$260.27M","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"2730","EKSO","Ekso Bionics Holdings, Inc.","2.31","$144.7M","Capital Goods","Industrial Machinery/Components"
"2731","LOCO","El Pollo Loco Holdings, Inc.","15.23","$594.99M","Consumer Services","Restaurants"
"2732","ESLT","Elbit Systems Ltd.","131.64","$5.63B","Capital Goods","Military/Government/Technical"
"2733","ERI","Eldorado Resorts, Inc.","47.96","$3.72B","Consumer Services","Hotels/Resorts"
"2734","SOLO","Electrameccanica Vehicles Corp. Ltd.","4.17","$134.96M","Capital Goods","Auto Manufacturing"
"2735","ECOR","electroCore, Inc.","8.97","$264.17M","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"2736","EA","Electronic Arts Inc.","97.41","$29.18B","Technology","Computer Software: Prepackaged Software"
"2737","EFII","Electronics for Imaging, Inc.","27.24","$1.2B","Technology","Computer Communications Equipment"
"2738","ELSE","Electro-Sensors, Inc.","3.36","$11.41M","Capital Goods","Industrial Machinery/Components"
"2739","ESBK","Elmira Savings Bank NY (The)","18","$54.69M","Finance","Major Banks"
"2740","ELOX","Eloxx Pharmaceuticals, Inc.","13.48","$473.37M","Health Care","Biotechnology: Commercial Physical & Biological Resarch"
"2741","ELTK","Eltek Ltd.","2.3999","$4.87M","Technology","Electrical Products"
"2742","EMCI","EMC Insurance Group Inc.","31.72","$685.63M","Finance","Property-Casualty Insurers"
"2743","EMCF","Emclaire Financial Corp","31.5","$84.74M","Finance","Major Banks"
"2744","EMKR","EMCORE Corporation","4.09","$113.17M","Technology","Semiconductors"
"2745","EMMS","Emmis Communications Corporation","3.68","$47.92M","Consumer Services","Broadcasting"
"2746","NYNY","Empire Resorts, Inc.","13.78","$474.35M","Consumer Services","Restaurants"
"2747","ENTA","Enanta Pharmaceuticals, Inc.","105.66","$2.05B","Health Care","Major Pharmaceuticals"
"2748","ECPG","Encore Capital Group Inc","34","$1.05B","Finance","Finance Companies"
"2749","WIRE","Encore Wire Corporation","59.46","$1.24B","Capital Goods","Metal Fabrications"
"2750","ENDP","Endo International plc","11.24","$2.52B","Health Care","Major Pharmaceuticals"
"2751","ELGX","Endologix, Inc.","0.5933","$61.38M","Health Care","Medical/Dental Instruments"
"2752","NDRA","ENDRA Life Sciences Inc.","1.7","$12.62M","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"2753","EIGI","Endurance International Group Holdings, Inc.","7.16","$1.03B","Technology","Computer Software: Prepackaged Software"
"2754","WATT","Energous Corporation","6.58","$171.7M","Technology","Radio And Television Broadcasting And Communications Equipment"
"2755","EFOI","Energy Focus, Inc.","1.14","$13.77M","Consumer Durables","Building Products"
"2756","ERII","Energy Recovery, Inc.","8.14","$438.44M","Technology","Industrial Machinery/Components"
"2757","ENG","ENGlobal Corporation","0.8227","$22.63M","Consumer Services","Military/Government/Technical"
"2758","ENOB","Enochian Biosciences, Inc.","6.8","$263.77M","Health Care","Major Pharmaceuticals"
"2759","ENPH","Enphase Energy, Inc.","9.1","$967.59M","Technology","Semiconductors"
"2760","ESGR","Enstar Group Limited","182.32","$3.91B","Finance","Property-Casualty Insurers"
"2761","ETTX","Entasis Therapeutics Holdings Inc.","5.83","$76.37M","Health Care","Major Pharmaceuticals"
"2762","ENFC","Entegra Financial Corp.","24","$166.02M","Finance","Banks"
"2763","ENTG","Entegris, Inc.","36.22","$4.89B","Consumer Non-Durables","Plastic Products"
"2764","ENTX","Entera Bio Ltd.","4.43","$50.63M","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"2765","EBTC","Enterprise Bancorp Inc","32","$374.66M","Finance","Major Banks"
"2766","EFSC","Enterprise Financial Services Corporation","45.58","$1.04B","Finance","Major Banks"
"2767","EPZM","Epizyme, Inc.","12.87","$1.02B","Health Care","Major Pharmaceuticals"
"2768","PLUS","ePlus inc.","89.92","$1.22B","Technology","Retail: Computer Software & Peripheral Equipment"
"2769","EPSN","Epsilon Energy Ltd.","4.221","$115.59M","Energy","Oil & Gas Production"
"2770","EQ","Equillium, Inc.","7.55","$131.19M","Health Care","Major Pharmaceuticals"
"2771","EQIX","Equinix, Inc.","432.79","$34.79B","Consumer Services","Real Estate Investment Trusts"
"2772","EQBK","Equity Bancshares, Inc.","33.7","$532.23M","Finance","Major Banks"
"2773","ERIC","Ericsson","9.21","$30.4B","Technology","Radio And Television Broadcasting And Communications Equipment"
"2774","ERIE","Erie Indemnity Company","183.15","$9.58B","Finance","Specialty Insurers"
"2775","ERYP","Erytech Pharma S.A.","8.4007","$150.69M","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"2776","ESCA","Escalade, Incorporated","12.15","$175.43M","Consumer Non-Durables","Recreational Products/Toys"
"2777","ESPR","Esperion Therapeutics, Inc.","47.28","$1.27B","Health Care","Major Pharmaceuticals"
"2778","ESQ","Esquire Financial Holdings, Inc.","22.9","$172.5M","Finance","Commercial Banks"
"2779","ESSA","ESSA Bancorp, Inc.","16.29","$192.54M","Finance","Banks"
"2780","EPIX","ESSA Pharma Inc.","3.66","$23.1M","Health Care","Major Pharmaceuticals"
"2781","ESTA","Establishment Labs Holdings Inc.","26.8","$550.43M","Health Care","Industrial Specialties"
"2782","ESTR","Estre Ambiental, Inc.","1.8555","$94.98M","Public Utilities","Environmental Services"
"2783","ETON","Eton Pharmaceuticals, Inc.","7.9","$139.1M","Health Care","Major Pharmaceuticals"
"2784","ETSY","Etsy, Inc.","72.77","$8.77B","Miscellaneous","Business Services"
"2785","CLWT","Euro Tech Holdings Company Limited","3.11","$6.41M","Consumer Durables","Diversified Electronic Products"
"2786","EDRY","EuroDry Ltd.","7.2","$16.23M","Consumer Services","Marine Transportation"
"2787","EEFT","Euronet Worldwide, Inc.","135.37","$6.98B","Finance","Investment Bankers/Brokers/Service"
"2788","ESEA","Euroseas Ltd.","0.625","$7.05M","Transportation","Marine Transportation"
"2789","EVLO","Evelo Biosciences, Inc.","8.82","$281.09M","Health Care","Major Pharmaceuticals"
"2790","EVBG","Everbridge, Inc.","71.91","$2.13B","Technology","Computer Software: Prepackaged Software"
"2791","EVK","Ever-Glory International Group, Inc.","3.79","$56.09M","Consumer Non-Durables","Apparel"
"2792","EVER","EverQuote, Inc.","7.38","$184.7M","Technology","Computer Software: Programming, Data Processing"
"2793","MRAM","Everspin Technologies, Inc.","9.14","$156.24M","Technology","Semiconductors"
"2794","EVLV","EVINE Live Inc.","0.5","$33.94M","Consumer Services","Catalog/Specialty Distribution"
"2795","EVOP","EVO Payments, Inc.","26.91","$2.18B","Miscellaneous","Business Services"
"2796","EVFM","Evofem Biosciences, Inc.","3.65","$94.42M","Health Care","Major Pharmaceuticals"
"2797","EVGN","Evogene Ltd.","2.15","$55.37M","Basic Industries","Agricultural Chemicals"
"2798","EVOK","Evoke Pharma, Inc.","3.04","$52.98M","Health Care","Major Pharmaceuticals"
"2799","EOLS","Evolus, Inc.","27.65","$754.15M","Health Care","Major Pharmaceuticals"
"2800","EVOL","Evolving Systems, Inc.","1.37","$16.6M","Technology","EDP Services"
"2801","EXAS","Exact Sciences Corporation","92.3","$11.61B","Health Care","Biotechnology: Commercial Physical & Biological Resarch"
"2802","XELA","Exela Technologies, Inc.","3.99","$605.08M","Miscellaneous","Business Services"
"2803","EXEL","Exelixis, Inc.","22.89","$6.84B","Health Care","Biotechnology: Commercial Physical & Biological Resarch"
"2804","EXFO","EXFO Inc","3.72","$88.32M","Capital Goods","Electrical Products"
"2805","EXLS","ExlService Holdings, Inc.","61.17","$2.1B","Miscellaneous","Business Services"
"2806","EXPI","eXp World Holdings, Inc.","11.29","$667.63M","Finance","Real Estate"
"2807","EXPE","Expedia Group, Inc.","125.27","$18.44B","Consumer Services","Transportation Services"
"2808","EXPD","Expeditors International of Washington, Inc.","75.4","$12.94B","Transportation","Oil Refining/Marketing"
"2809","EXPO","Exponent, Inc.","56.99","$2.96B","Consumer Services","Professional Services"
"2810","STAY","Extended Stay America, Inc.","18.6","$3.5B","Consumer Services","Hotels/Resorts"
"2811","XOG","Extraction Oil & Gas, Inc.","4.16","$713.67M","Energy","Oil & Gas Production"
"2812","EXTR","Extreme Networks, Inc.","8.2","$957.43M","Technology","Computer Communications Equipment"
"2813","EYEG","Eyegate Pharmaceuticals, Inc.","0.438","$19.03M","Health Care","Major Pharmaceuticals"
"2814","EYEN","Eyenovia, Inc.","5.13","$57.91M","Health Care","Major Pharmaceuticals"
"2815","EYPT","EyePoint Pharmaceuticals, Inc.","2.63","$249.79M","Capital Goods","Biotechnology: Laboratory Analytical Instruments"
"2816","EZPW","EZCORP, Inc.","9.93","$550.57M","Consumer Services","Other Specialty Stores"
"2817","FFIV","F5 Networks, Inc.","166.53","$9.9B","Technology","Computer Communications Equipment"
"2818","FB","Facebook, Inc.","162.28","$463.15B","Technology","Computer Software: Programming, Data Processing"
"2819","FLMN","Falcon Minerals Corporation","7.84","$673.1M","Energy","Oil & Gas Production"
"2820","DAVE","Famous Dave&#39;s of America, Inc.","5.1901","$47.19M","Consumer Services","Restaurants"
"2821","FANH","Fanhua Inc.","25.09","$1.63B","Finance","Specialty Insurers"
"2822","FARM","Farmer Brothers Company","23.99","$407.89M","Consumer Non-Durables","Packaged Foods"
"2823","FMAO","Farmers & Merchants Bancorp, Inc.","30.65","$284.65M","Finance","Savings Institutions"
"2824","FMNB","Farmers National Banc Corp.","14.89","$413.82M","Finance","Major Banks"
"2825","FAMI","FARMMI, INC.","3.25","$38.78M","Consumer Non-Durables","Packaged Foods"
"2826","FARO","FARO Technologies, Inc.","45.86","$791.22M","Capital Goods","Industrial Machinery/Components"
"2827","FAST","Fastenal Company","62.23","$17.79B","Consumer Services","RETAIL: Building Materials"
"2828","FAT","FAT Brands Inc.","5.82","$68.53M","Consumer Services","Restaurants"
"2829","FATE","Fate Therapeutics, Inc.","16.55","$1.07B","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"2830","FBSS","Fauquier Bankshares, Inc.","21.55","$81.33M","Finance","Major Banks"
"2831","FLF","Federal Life Group, Inc.","13.5","$47.66M","Finance","Life Insurance"
"2832","FNHC","FedNat Holding Company","18.62","$237.86M","Finance","Property-Casualty Insurers"
"2833","FENC","Fennec Pharmaceuticals Inc.","6.83","$135.89M","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"2834","GSM","Ferroglobe PLC","2.75","$472.94M","Capital Goods","Metal Fabrications"
"2835","FFBW","FFBW, Inc.","10.99","$73.6M","Finance","Savings Institutions"
"2836","FCSC","Fibrocell Science Inc.","2.249","$21.95M","Health Care","Major Pharmaceuticals"
"2837","FGEN","FibroGen, Inc","59.91","$5.09B","Health Care","Major Pharmaceuticals"
"2838","FDBC","Fidelity D & D Bancorp, Inc.","58.6","$220.3M","Finance","Major Banks"
"2839","LION","Fidelity Southern Corporation","32.61","$889.59M","Finance","Major Banks"
"2840","FRGI","Fiesta Restaurant Group, Inc.","15.24","$415.39M","Consumer Services","Restaurants"
"2841","FITB","Fifth Third Bancorp","27.57","$17.83B","Finance","Major Banks"
"2842","FISI","Financial Institutions, Inc.","30.19","$480.9M","Finance","Major Banks"
"2843","FNSR","Finisar Corporation","24.6","$2.89B","Technology","Semiconductors"
"2844","FNJN","Finjan Holdings, Inc.","3.1","$85.38M","Miscellaneous","Multi-Sector Companies"
"2845","FEYE","FireEye, Inc.","16.8","$3.31B","Technology","Computer peripheral equipment"
"2846","FBNC","First Bancorp","39.17","$1.16B","Finance","Major Banks"
"2847","FNLC","First Bancorp, Inc (ME)","26.74","$290.41M","Finance","Major Banks"
"2848","BUSE","First Busey Corporation","27.19","$1.51B","Finance","Major Banks"
"2849","FBIZ","First Business Financial Services, Inc.","22.53","$197.12M","Finance","Major Banks"
"2850","FCAP","First Capital, Inc.","50.75","$170.32M","Finance","Savings Institutions"
"2851","FCBP","First Choice Bancorp","24.22","$284.01M","Finance","Major Banks"
"2852","FCNCA","First Citizens BancShares, Inc.","438.1","$5.05B","Finance","Major Banks"
"2853","FCBC","First Community Bankshares, Inc.","35.97","$575.78M","Finance","Major Banks"
"2854","FCCO","First Community Corporation","20.51","$156.48M","Finance","Major Banks"
"2855","FDEF","First Defiance Financial Corp.","31.1","$628.1M","Finance","Savings Institutions"
"2856","FFBC","First Financial Bancorp.","27.63","$2.7B","Finance","Major Banks"
"2857","FFIN","First Financial Bankshares, Inc.","64.46","$4.34B","Finance","Major Banks"
"2858","THFF","First Financial Corporation Indiana","44.4","$545.16M","Finance","Major Banks"
